,name,year,hurricane_id,date,time,status,max_wind,air_pressure,latitude,longitude,norm_damage_usd,damage_usd,name_year
11947,Andrew,1992,363,19920818,600,TS,45,995,14.02,-48.0,106,27,Andrew_1992
11955,Andrew,1992,363,19920819,1800,TS,45,993,18.13,-58.05,106,27,Andrew_1992
11914,Andrew,1992,363,19920825,0,HU,115,997,26.03,-85.0,106,27,Andrew_1992
11959,Andrew,1992,363,19920821,1200,TS,50,991,24.07,-64.03,106,27,Andrew_1992
11936,Andrew,1992,363,19920828,600,TD,20,960,35.07,-84.0,106,27,Andrew_1992
11949,Andrew,1992,363,19920818,1800,TS,45,1007,15.07,-51.13,106,27,Andrew_1992
11948,Andrew,1992,363,19920818,1200,TS,45,1008,14.1,-49.15,106,27,Andrew_1992
11952,Andrew,1992,363,19920819,1200,TS,45,1005,18.0,-56.15,106,27,Andrew_1992
11928,Andrew,1992,363,19920826,600,HU,120,0,29.03,-91.05,106,27,Andrew_1992
11958,Andrew,1992,363,19920822,0,TS,55,1008,25.05,-65.15,106,27,Andrew_1992
11926,Andrew,1992,363,19920826,830,HU,100,0,29.1,-91.08,106,27,Andrew_1992
11922,Andrew,1992,363,19920823,2100,HU,140,0,25.07,-76.1,106,27,Andrew_1992
11960,Andrew,1992,363,19920821,1800,TS,50,975,24.13,-64.15,106,27,Andrew_1992
11923,Andrew,1992,363,19920823,1800,HU,150,0,25.07,-75.13,106,27,Andrew_1992
11917,Andrew,1992,363,19920824,905,HU,145,0,25.08,-80.05,106,27,Andrew_1992
11945,Andrew,1992,363,19920817,1200,TS,35,1005,12.05,-42.0,106,27,Andrew_1992
11934,Andrew,1992,363,19920827,1800,TD,25,995,33.1,-88.07,106,27,Andrew_1992
11932,Andrew,1992,363,19920827,600,TD,30,933,32.02,-90.08,106,27,Andrew_1992
11933,Andrew,1992,363,19920827,1200,TD,30,1005,32.13,-89.1,106,27,Andrew_1992
11916,Andrew,1992,363,19920824,1200,HU,115,0,25.1,-81.03,106,27,Andrew_1992
11957,Andrew,1992,363,19920822,600,HU,65,960,25.1,-67.0,106,27,Andrew_1992
11925,Andrew,1992,363,19920825,1200,HU,120,1000,27.03,-88.03,106,27,Andrew_1992
11946,Andrew,1992,363,19920817,1800,TS,35,991,13.02,-44.03,106,27,Andrew_1992
11961,Andrew,1992,363,19920821,600,TS,45,977,23.15,-63.05,106,27,Andrew_1992
11937,Andrew,1992,363,19920823,1200,HU,145,0,25.07,-74.03,106,27,Andrew_1992
11940,Andrew,1992,363,19920817,600,TD,30,993,11.12,-39.1,106,27,Andrew_1992
11943,Andrew,1992,363,19920817,0,TD,30,1008,11.03,-37.07,106,27,Andrew_1992
11929,Andrew,1992,363,19920826,1200,HU,80,988,30.02,-91.12,106,27,Andrew_1992
11941,Andrew,1992,363,19920822,1800,HU,95,0,25.12,-69.12,106,27,Andrew_1992
11942,Andrew,1992,363,19920816,1800,TD,25,974,10.13,-35.08,106,27,Andrew_1992
11954,Andrew,1992,363,19920820,0,TS,40,958,19.13,-59.05,106,27,Andrew_1992
11920,Andrew,1992,363,19920824,100,HU,130,964,25.07,-77.13,106,27,Andrew_1992
11919,Andrew,1992,363,19920824,600,HU,130,1006,25.07,-79.05,106,27,Andrew_1992
11965,Andrew,1992,363,19920820,600,TS,40,1008,20.12,-60.0,106,27,Andrew_1992
11927,Andrew,1992,363,19920826,0,HU,125,0,28.08,-90.08,106,27,Andrew_1992
11962,Andrew,1992,363,19920821,0,TS,45,981,23.03,-62.07,106,27,Andrew_1992
11963,Andrew,1992,363,19920820,1800,TS,40,1003,22.08,-61.08,106,27,Andrew_1992
11964,Andrew,1992,363,19920820,1200,TS,40,963,21.12,-60.12,106,27,Andrew_1992
11915,Andrew,1992,363,19920824,1800,HU,115,0,25.13,-83.02,106,27,Andrew_1992
11956,Andrew,1992,363,19920822,1200,HU,80,1000,25.13,-68.05,106,27,Andrew_1992
11924,Andrew,1992,363,19920824,840,HU,145,1013,25.08,-80.03,106,27,Andrew_1992
11921,Andrew,1992,363,19920825,600,HU,115,0,26.1,-86.12,106,27,Andrew_1992
11939,Andrew,1992,363,19920823,600,HU,130,0,25.08,-72.08,106,27,Andrew_1992
11918,Andrew,1992,363,19920824,0,HU,125,0,25.07,-77.08,106,27,Andrew_1992
11944,Andrew,1992,363,19920823,0,HU,110,0,25.1,-71.02,106,27,Andrew_1992
11930,Andrew,1992,363,19920826,1800,TS,50,994,30.15,-91.1,106,27,Andrew_1992
21754,Sandy,2012,663,20121024,1800,HU,75,1010,17.12,-76.12,73,68,Sandy_2012
21750,Sandy,2012,663,20121025,600,HU,100,0,20.02,-76.0,73,68,Sandy_2012
21751,Sandy,2012,663,20121025,1800,HU,90,1004,23.05,-75.05,73,68,Sandy_2012
21718,Sandy,2012,663,20121028,1200,HU,65,0,32.0,-73.0,73,68,Sandy_2012
21742,Sandy,2012,663,20121023,1200,TS,40,997,13.07,-77.15,73,68,Sandy_2012
21728,Sandy,2012,663,20121031,0,EX,35,1005,40.12,-79.13,73,68,Sandy_2012
21727,Sandy,2012,663,20121031,1200,EX,30,1011,41.08,-80.12,73,68,Sandy_2012
21711,Sandy,2012,663,20121027,0,TS,60,1004,27.08,-77.02,73,68,Sandy_2012
21730,Sandy,2012,663,20121026,1800,HU,65,1012,27.0,-77.03,73,68,Sandy_2012
21753,Sandy,2012,663,20121024,1900,HU,75,1006,17.15,-76.1,73,68,Sandy_2012
21749,Sandy,2012,663,20121025,900,HU,95,0,20.15,-75.12,73,68,Sandy_2012
21723,Sandy,2012,663,20121029,2100,EX,75,0,38.13,-74.0,73,68,Sandy_2012
21739,Sandy,2012,663,20121022,1200,TD,30,970,13.02,-78.1,73,68,Sandy_2012
21743,Sandy,2012,663,20121023,1800,TS,45,1000,14.0,-77.1,73,68,Sandy_2012
21715,Sandy,2012,663,20121027,1800,HU,70,0,29.12,-75.1,73,68,Sandy_2012
21716,Sandy,2012,663,20121028,0,HU,65,997,30.08,-74.12,73,68,Sandy_2012
21734,Sandy,2012,663,20121026,0,HU,75,1004,24.13,-75.15,73,68,Sandy_2012
21713,Sandy,2012,663,20121027,600,TS,60,1005,28.02,-76.15,73,68,Sandy_2012
21747,Sandy,2012,663,20121024,600,TS,60,998,15.1,-77.02,73,68,Sandy_2012
21721,Sandy,2012,663,20121030,600,EX,55,0,39.15,-76.03,73,68,Sandy_2012
21717,Sandy,2012,663,20121028,600,HU,65,0,31.05,-73.15,73,68,Sandy_2012
21752,Sandy,2012,663,20121025,0,HU,85,992,18.15,-76.07,73,68,Sandy_2012
21733,Sandy,2012,663,20121030,1800,EX,40,1000,40.07,-78.15,73,68,Sandy_2012
21745,Sandy,2012,663,20121023,0,TS,40,976,12.1,-78.07,73,68,Sandy_2012
21741,Sandy,2012,663,20121023,600,TS,40,986,12.15,-78.02,73,68,Sandy_2012
21748,Sandy,2012,663,20121025,1200,HU,95,1012,21.12,-75.08,73,68,Sandy_2012
21729,Sandy,2012,663,20121031,600,EX,35,1004,41.02,-80.05,73,68,Sandy_2012
21746,Sandy,2012,663,20121024,1200,HU,65,994,16.1,-76.15,73,68,Sandy_2012
21722,Sandy,2012,663,20121029,1800,HU,80,0,38.05,-73.03,73,68,Sandy_2012
21735,Sandy,2012,663,20121026,600,HU,70,966,25.12,-76.07,73,68,Sandy_2012
21740,Sandy,2012,663,20121022,1800,TS,35,989,12.12,-78.12,73,68,Sandy_2012
21714,Sandy,2012,663,20121027,1200,HU,70,999,28.13,-76.08,73,68,Sandy_2012
21726,Sandy,2012,663,20121030,1200,EX,50,994,40.02,-77.13,73,68,Sandy_2012
21744,Sandy,2012,663,20121024,0,TS,55,1006,14.12,-77.05,73,68,Sandy_2012
21732,Sandy,2012,663,20121026,1200,HU,65,0,26.07,-76.15,73,68,Sandy_2012
21720,Sandy,2012,663,20121029,600,HU,80,984,35.05,-70.08,73,68,Sandy_2012
21712,Sandy,2012,663,20121029,0,HU,70,0,33.15,-71.0,73,68,Sandy_2012
21725,Sandy,2012,663,20121030,0,EX,70,0,39.08,-74.08,73,68,Sandy_2012
21731,Sandy,2012,663,20121029,1200,HU,85,0,36.15,-71.0,73,68,Sandy_2012
21736,Sandy,2012,663,20121021,1800,LO,25,964,14.05,-77.07,73,68,Sandy_2012
21719,Sandy,2012,663,20121028,1800,HU,65,994,32.13,-72.0,73,68,Sandy_2012
21724,Sandy,2012,663,20121029,2330,EX,70,0,39.07,-74.07,73,68,Sandy_2012
21737,Sandy,2012,663,20121022,0,LO,25,996,13.15,-77.13,73,68,Sandy_2012
21738,Sandy,2012,663,20121022,600,LO,25,1003,13.08,-78.03,73,68,Sandy_2012
21755,Sandy,2012,663,20121025,525,HU,100,0,20.0,-76.0,73,68,Sandy_2012
23494,Harvey,2017,724,20170829,1800,TS,45,986,28.08,-94.03,62,125,Harvey_2017
23488,Harvey,2017,724,20170831,600,TD,25,1003,31.15,-92.03,62,125,Harvey_2017
23499,Harvey,2017,724,20170819,600,TS,35,958,13.08,-65.12,62,125,Harvey_2017
23501,Harvey,2017,724,20170818,1800,TS,35,945,13.03,-62.03,62,125,Harvey_2017
23521,Harvey,2017,724,20170823,1200,TD,30,1010,21.07,-92.05,62,125,Harvey_2017
23533,Harvey,2017,724,20170820,1200,WV,30,1007,14.07,-75.0,62,125,Harvey_2017
23500,Harvey,2017,724,20170819,0,TS,35,944,13.07,-64.0,62,125,Harvey_2017
23460,Harvey,2017,724,20170827,1200,TS,35,1005,29.02,-97.08,62,125,Harvey_2017
23520,Harvey,2017,724,20170823,1800,TS,35,993,21.1,-92.07,62,125,Harvey_2017
23477,Harvey,2017,724,20170830,1200,TS,40,1005,30.02,-93.07,62,125,Harvey_2017
23464,Harvey,2017,724,20170828,0,TS,35,998,28.13,-96.13,62,125,Harvey_2017
23465,Harvey,2017,724,20170827,1800,TS,35,985,29.0,-97.03,62,125,Harvey_2017
23466,Harvey,2017,724,20170827,600,TS,40,1007,29.05,-97.1,62,125,Harvey_2017
23489,Harvey,2017,724,20170831,0,TD,30,1006,31.05,-92.1,62,125,Harvey_2017
23498,Harvey,2017,724,20170824,1200,TS,60,1008,23.12,-93.02,62,125,Harvey_2017
23508,Harvey,2017,724,20170817,1200,TD,30,979,13.02,-53.07,62,125,Harvey_2017
23514,Harvey,2017,724,20170819,1200,TD,30,1008,13.12,-67.08,62,125,Harvey_2017
23472,Harvey,2017,724,20170828,1800,TS,40,1006,28.07,-95.15,62,125,Harvey_2017
23461,Harvey,2017,724,20170828,1200,TS,40,979,28.08,-96.03,62,125,Harvey_2017
23462,Harvey,2017,724,20170828,600,TS,40,1000,28.1,-96.08,62,125,Harvey_2017
23517,Harvey,2017,724,20170820,600,WV,30,1010,14.03,-72.15,62,125,Harvey_2017
23530,Harvey,2017,724,20170821,0,WV,25,1006,15.02,-78.1,62,125,Harvey_2017
23531,Harvey,2017,724,20170820,1800,WV,30,1005,14.12,-76.13,62,125,Harvey_2017
23515,Harvey,2017,724,20170819,1800,WV,30,995,13.13,-69.03,62,125,Harvey_2017
23475,Harvey,2017,724,20170827,0,TS,45,984,29.03,-97.07,62,125,Harvey_2017
23467,Harvey,2017,724,20170826,0,HU,115,0,27.13,-96.13,62,125,Harvey_2017
23478,Harvey,2017,724,20170829,1200,TS,40,1009,28.03,-94.1,62,125,Harvey_2017
23490,Harvey,2017,724,20170830,1800,TS,35,990,30.1,-93.02,62,125,Harvey_2017
23493,Harvey,2017,724,20170830,0,TS,45,988,28.15,-93.13,62,125,Harvey_2017
23486,Harvey,2017,724,20170829,600,TS,40,963,28.02,-95.0,62,125,Harvey_2017
23476,Harvey,2017,724,20170829,0,TS,40,963,28.03,-95.07,62,125,Harvey_2017
23481,Harvey,2017,724,20170902,0,EX,20,1002,37.03,-85.1,62,125,Harvey_2017
23509,Harvey,2017,724,20170817,600,TD,25,997,13.07,-52.0,62,125,Harvey_2017
23519,Harvey,2017,724,20170824,600,TS,50,980,22.13,-92.1,62,125,Harvey_2017
23470,Harvey,2017,724,20170826,600,HU,105,1007,28.03,-97.02,62,125,Harvey_2017
23507,Harvey,2017,724,20170817,1800,TS,35,1003,13.0,-55.0,62,125,Harvey_2017
23497,Harvey,2017,724,20170821,600,WV,25,970,15.12,-80.08,62,125,Harvey_2017
23511,Harvey,2017,724,20170816,1800,LO,25,1009,13.1,-49.0,62,125,Harvey_2017
23516,Harvey,2017,724,20170816,1200,LO,25,994,13.12,-47.07,62,125,Harvey_2017
23474,Harvey,2017,724,20170825,1200,HU,95,0,26.05,-95.13,62,125,Harvey_2017
23469,Harvey,2017,724,20170826,1200,HU,65,998,28.12,-97.05,62,125,Harvey_2017
23532,Harvey,2017,724,20170822,1200,WV,25,982,19.07,-88.13,62,125,Harvey_2017
23468,Harvey,2017,724,20170826,1800,TS,50,990,29.0,-97.08,62,125,Harvey_2017
23491,Harvey,2017,724,20170830,800,TS,40,1007,29.13,-93.08,62,125,Harvey_2017
23524,Harvey,2017,724,20170822,1800,LO,25,1007,20.0,-89.12,62,125,Harvey_2017
23495,Harvey,2017,724,20170831,1200,TD,20,957,32.08,-91.12,62,125,Harvey_2017
23496,Harvey,2017,724,20170825,0,HU,80,1008,25.0,-94.07,62,125,Harvey_2017
23510,Harvey,2017,724,20170817,0,LO,25,1010,13.1,-50.1,62,125,Harvey_2017
23513,Harvey,2017,724,20170824,1800,HU,70,1004,24.07,-93.1,62,125,Harvey_2017
23487,Harvey,2017,724,20170831,1800,TD,25,915,33.07,-90.15,62,125,Harvey_2017
23525,Harvey,2017,724,20170824,0,TS,40,1010,22.0,-92.08,62,125,Harvey_2017
23506,Harvey,2017,724,20170818,0,TS,40,1006,13.0,-56.1,62,125,Harvey_2017
23471,Harvey,2017,724,20170826,300,HU,115,0,28.0,-96.15,62,125,Harvey_2017
23484,Harvey,2017,724,20170901,600,EX,30,1003,34.15,-88.03,62,125,Harvey_2017
23483,Harvey,2017,724,20170901,1200,EX,25,982,36.0,-87.02,62,125,Harvey_2017
23463,Harvey,2017,724,20170902,1200,EX,15,956,38.03,-84.12,62,125,Harvey_2017
23512,Harvey,2017,724,20170816,600,LO,25,1005,13.12,-45.13,62,125,Harvey_2017
23526,Harvey,2017,724,20170822,600,WV,25,1001,18.1,-87.13,62,125,Harvey_2017
23518,Harvey,2017,724,20170820,0,WV,30,1009,14.0,-71.0,62,125,Harvey_2017
23492,Harvey,2017,724,20170830,600,TS,40,978,29.07,-93.1,62,125,Harvey_2017
23485,Harvey,2017,724,20170901,0,TD,30,1005,34.02,-89.1,62,125,Harvey_2017
23522,Harvey,2017,724,20170823,600,LO,25,992,20.15,-91.1,62,125,Harvey_2017
23527,Harvey,2017,724,20170822,0,WV,25,992,18.0,-86.07,62,125,Harvey_2017
23473,Harvey,2017,724,20170825,1800,HU,105,0,27.02,-96.05,62,125,Harvey_2017
23479,Harvey,2017,724,20170825,600,HU,90,1006,25.1,-95.02,62,125,Harvey_2017
23528,Harvey,2017,724,20170821,1800,WV,25,993,17.05,-84.1,62,125,Harvey_2017
23505,Harvey,2017,724,20170818,600,TS,40,972,13.0,-58.07,62,125,Harvey_2017
23529,Harvey,2017,724,20170821,1200,WV,25,995,16.07,-82.08,62,125,Harvey_2017
23480,Harvey,2017,724,20170902,600,EX,20,983,37.15,-84.15,62,125,Harvey_2017
23482,Harvey,2017,724,20170901,1800,EX,20,1002,36.08,-86.07,62,125,Harvey_2017
23523,Harvey,2017,724,20170823,0,LO,25,957,20.08,-90.12,62,125,Harvey_2017
23504,Harvey,2017,724,20170818,1000,TS,40,1005,13.02,-59.1,62,125,Harvey_2017
23503,Harvey,2017,724,20170818,1200,TS,40,1007,13.02,-60.05,62,125,Harvey_2017
23502,Harvey,2017,724,20170818,1500,TS,40,1009,13.03,-61.03,62,125,Harvey_2017
19457,Ike,2008,586,20080906,600,HU,100,984,22.07,-66.05,35,38,Ike_2008
19406,Ike,2008,586,20080910,600,HU,70,1004,23.07,-84.1,35,38,Ike_2008
19426,Ike,2008,586,20080908,1800,HU,75,1011,21.03,-79.02,35,38,Ike_2008
19415,Ike,2008,586,20080914,1800,EX,50,1010,40.05,-87.03,35,38,Ike_2008
19451,Ike,2008,586,20080908,0,HU,115,1007,21.02,-75.03,35,38,Ike_2008
19432,Ike,2008,586,20080907,1300,HU,110,0,21.0,-73.03,35,38,Ike_2008
19443,Ike,2008,586,20080903,1200,TS,60,1012,20.1,-50.05,35,38,Ike_2008
19456,Ike,2008,586,20080907,1200,HU,110,998,21.0,-72.13,35,38,Ike_2008
19427,Ike,2008,586,20080915,0,EX,50,1000,43.05,-81.08,35,38,Ike_2008
19462,Ike,2008,586,20080906,1200,HU,95,1009,21.15,-67.12,35,38,Ike_2008
19410,Ike,2008,586,20080909,1200,HU,70,995,22.07,-82.07,35,38,Ike_2008
19409,Ike,2008,586,20080909,1400,HU,70,984,22.1,-82.15,35,38,Ike_2008
19452,Ike,2008,586,20080907,1800,HU,105,0,21.0,-74.0,35,38,Ike_2008
19447,Ike,2008,586,20080904,1200,HU,120,1010,23.0,-56.07,35,38,Ike_2008
19422,Ike,2008,586,20080913,1800,TS,50,990,31.12,-95.05,35,38,Ike_2008
19413,Ike,2008,586,20080910,0,HU,65,973,23.02,-84.0,35,38,Ike_2008
19402,Ike,2008,586,20080911,600,HU,85,0,25.02,-87.02,35,38,Ike_2008
19446,Ike,2008,586,20080904,600,HU,125,0,22.07,-55.0,35,38,Ike_2008
19444,Ike,2008,586,20080903,1800,HU,75,966,21.02,-51.15,35,38,Ike_2008
19423,Ike,2008,586,20080914,0,TS,35,996,33.08,-94.15,35,38,Ike_2008
19408,Ike,2008,586,20080909,1800,HU,65,1012,22.12,-83.05,35,38,Ike_2008
19424,Ike,2008,586,20080914,600,TS,35,1007,35.08,-93.12,35,38,Ike_2008
19450,Ike,2008,586,20080904,1800,HU,115,0,23.07,-57.12,35,38,Ike_2008
19407,Ike,2008,586,20080909,600,HU,70,0,22.0,-81.07,35,38,Ike_2008
19411,Ike,2008,586,20080909,0,HU,70,1000,21.08,-80.05,35,38,Ike_2008
19428,Ike,2008,586,20080915,600,EX,40,1000,45.13,-75.05,35,38,Ike_2008
19454,Ike,2008,586,20080907,0,HU,115,997,21.03,-70.05,35,38,Ike_2008
19429,Ike,2008,586,20080915,1200,EX,35,987,47.03,-71.02,35,38,Ike_2008
19433,Ike,2008,586,20080908,200,HU,115,971,21.02,-75.12,35,38,Ike_2008
19425,Ike,2008,586,20080914,1200,EX,40,1006,37.1,-91.0,35,38,Ike_2008
19453,Ike,2008,586,20080907,600,HU,115,0,21.02,-71.1,35,38,Ike_2008
19461,Ike,2008,586,20080905,600,HU,115,0,23.1,-60.07,35,38,Ike_2008
19455,Ike,2008,586,20080906,1800,HU,115,1000,21.08,-69.0,35,38,Ike_2008
19414,Ike,2008,586,20080912,0,HU,85,0,26.02,-90.0,35,38,Ike_2008
19445,Ike,2008,586,20080904,0,HU,105,0,21.13,-53.08,35,38,Ike_2008
19421,Ike,2008,586,20080913,1200,HU,85,999,30.05,-95.03,35,38,Ike_2008
19403,Ike,2008,586,20080911,0,HU,85,0,24.12,-86.07,35,38,Ike_2008
19449,Ike,2008,586,20080905,0,HU,115,0,23.1,-59.0,35,38,Ike_2008
19412,Ike,2008,586,20080911,1800,HU,85,988,25.13,-88.15,35,38,Ike_2008
19439,Ike,2008,586,20080902,1200,TS,50,970,18.12,-44.05,35,38,Ike_2008
19435,Ike,2008,586,20080901,1200,TS,35,1010,17.05,-38.07,35,38,Ike_2008
19448,Ike,2008,586,20080903,0,TS,55,995,19.13,-47.05,35,38,Ike_2008
19459,Ike,2008,586,20080905,1800,HU,100,0,23.03,-63.07,35,38,Ike_2008
19430,Ike,2008,586,20080912,600,HU,90,1002,26.07,-91.02,35,38,Ike_2008
19419,Ike,2008,586,20080913,600,HU,95,1010,29.02,-94.1,35,38,Ike_2008
19401,Ike,2008,586,20080910,1200,HU,80,0,23.13,-85.03,35,38,Ike_2008
19420,Ike,2008,586,20080913,700,HU,95,0,29.05,-94.12,35,38,Ike_2008
19438,Ike,2008,586,20080902,600,TS,45,1007,18.03,-42.13,35,38,Ike_2008
19418,Ike,2008,586,20080913,0,HU,95,0,28.05,-94.0,35,38,Ike_2008
19442,Ike,2008,586,20080903,600,TS,55,979,20.03,-48.13,35,38,Ike_2008
19417,Ike,2008,586,20080912,1800,HU,95,0,27.08,-93.03,35,38,Ike_2008
19440,Ike,2008,586,20080902,1800,TS,55,975,19.05,-45.13,35,38,Ike_2008
19436,Ike,2008,586,20080901,1800,TS,45,994,17.08,-39.15,35,38,Ike_2008
19404,Ike,2008,586,20080910,1800,HU,85,0,24.03,-85.13,35,38,Ike_2008
19460,Ike,2008,586,20080905,1200,HU,105,0,23.08,-61.15,35,38,Ike_2008
19458,Ike,2008,586,20080906,0,HU,100,1008,22.13,-64.15,35,38,Ike_2008
19405,Ike,2008,586,20080911,1200,HU,85,0,25.08,-88.0,35,38,Ike_2008
19416,Ike,2008,586,20080912,1200,HU,95,1006,26.15,-92.03,35,38,Ike_2008
19437,Ike,2008,586,20080902,0,TS,45,1000,17.13,-41.05,35,38,Ike_2008
19434,Ike,2008,586,20080901,600,TD,30,993,17.03,-37.0,35,38,Ike_2008
19441,Ike,2008,586,20080908,600,HU,100,0,21.02,-76.08,35,38,Ike_2008
19431,Ike,2008,586,20080908,1200,HU,85,0,21.02,-77.13,35,38,Ike_2008
18150,Wilma,2005,544,20051018,1200,HU,65,1007,16.03,-80.05,31,27,Wilma_2005
18113,Wilma,2005,544,20051024,1800,HU,105,0,28.0,-78.13,31,27,Wilma_2005
18130,Wilma,2005,544,20051016,0,TD,25,1005,17.1,-78.13,31,27,Wilma_2005
18148,Wilma,2005,544,20051020,1800,HU,130,0,18.1,-85.08,31,27,Wilma_2005
18138,Wilma,2005,544,20051018,600,TS,60,980,15.12,-79.15,31,27,Wilma_2005
18117,Wilma,2005,544,20051025,0,HU,110,0,30.02,-76.0,31,27,Wilma_2005
18108,Wilma,2005,544,20051023,1800,HU,90,0,23.02,-85.07,31,27,Wilma_2005
18143,Wilma,2005,544,20051019,1200,HU,160,1012,17.05,-82.13,31,27,Wilma_2005
18134,Wilma,2005,544,20051017,0,TD,30,957,17.07,-79.1,31,27,Wilma_2005
18146,Wilma,2005,544,20051020,600,HU,130,0,18.02,-84.12,31,27,Wilma_2005
18131,Wilma,2005,544,20051016,600,TD,30,994,17.08,-79.0,31,27,Wilma_2005
18133,Wilma,2005,544,20051016,1800,TD,30,1004,17.08,-79.07,31,27,Wilma_2005
18126,Wilma,2005,544,20051025,1200,HU,90,1009,36.13,-67.15,31,27,Wilma_2005
18147,Wilma,2005,544,20051020,1200,HU,130,0,18.05,-85.03,31,27,Wilma_2005
18142,Wilma,2005,544,20051019,600,HU,150,0,17.0,-82.03,31,27,Wilma_2005
18135,Wilma,2005,544,20051017,600,TS,35,1000,16.15,-79.1,31,27,Wilma_2005
18129,Wilma,2005,544,20051015,1800,TD,25,1004,17.1,-78.08,31,27,Wilma_2005
18140,Wilma,2005,544,20051018,1800,HU,75,965,16.1,-81.02,31,27,Wilma_2005
18119,Wilma,2005,544,20051025,1800,HU,75,1006,40.08,-63.08,31,27,Wilma_2005
18145,Wilma,2005,544,20051020,0,HU,135,0,17.15,-84.0,31,27,Wilma_2005
18121,Wilma,2005,544,20051026,600,EX,55,940,44.0,-57.08,31,27,Wilma_2005
18120,Wilma,2005,544,20051026,0,EX,60,1006,42.08,-60.0,31,27,Wilma_2005
18141,Wilma,2005,544,20051019,0,HU,130,0,16.1,-81.13,31,27,Wilma_2005
18144,Wilma,2005,544,20051019,1800,HU,140,0,17.07,-83.07,31,27,Wilma_2005
18111,Wilma,2005,544,20051022,1800,HU,85,991,21.05,-87.02,31,27,Wilma_2005
